ui,vi,wi
24.21,1.92,0.96
25.79,2.56,1.48
27.27,1.35,1.53
28.06,-0.68,1.29
28.24,-0.13,1.36
27.41,-0.32,1.1
27.18,-0.65,0.93
27.7,-1.48,0.52
27.3,-1.75,0.54
26.19,-0.74,0.6
29.57,3.37,0.15
25.99,0.82,0.1
25.42,0.46,-0.08
24.23,-0.27,-0.2
23.66,-1.08,0.49
26.05,-0.23,0.27
25.13,-0.91,0.4
27.21,0.43,0.07
27.23,1.22,0.21
26.93,0.31,0.54
26.03,0.43,0.17
27.75,0.96,0.34
25.22,-0.15,0.91
25.13,-0.1,0.99
26.06,0.27,0.73
25.85,-0.68,1.27
25.13,-0.57,1.09
26.21,-2.29,1
26.3,-4.3,0.76
26.64,-3.13,0.85
26.64,-2.1,0.81
26.89,-3.51,0.41
28.04,-2.53,0.35
27.05,-4.54,0.57
27.84,-1.49,0.48
24.51,-3.51,1.04
26.75,-3.42,1.53
25.36,-3.79,1.09
27.27,-2.21,1.15
26.91,-2.78,0.99
27.21,-2.48,0.93
25.27,-2.96,1.29
22.94,-1.7,2.08
21.61,0.03,2.19
25.72,-0.15,2.58
28.33,-2.73,3.22
28.22,-2.49,2.55
27.41,-2.22,2.41
26.8,-3.02,2.05
26.64,-2.76,1.55
28,-2.63,0.81
27.88,-1.99,0.57
28.87,-0.91,0.15
25.97,-3.31,0.15
25.22,-2.04,-0.03
25.92,-1.33,0.31
29.01,-0.96,0.46
26.93,-0.54,0.27
28.65,1.64,0.46
26.8,-0.05,0.23
23.98,1.93,0.35
25.63,3.44,0.15
26.23,1.75,-0.35
27.23,1.75,-0.87
25.97,2.49,-0.65
26.15,3.5,-0.93
25.58,3.77,-0.52
25.11,5.62,-0.6
24.22,4.56,-0.57
24.52,3.2,-0.49
29.66,0.76,-1.54
-21.98,0.57,-14.86
27.54,-1.85,-2.09
24.57,-2.74,-1.89
24.87,-5.93,-1.77
23.86,-3.37,-1.52
28.43,-0.82,-2.01
29.42,-0.8,-1.97
27.79,-0.3,-1.7
24.77,0.94,-1.25
24.69,-2.12,-1.42
24.01,0.98,-1.32
27.91,2.64,-1.67
29.01,3.64,-1.42
31.06,0.1,-2.09
30.09,0.46,-1.54
31.88,2.26,-2.49
27.61,0.15,-1.44
29.67,3.13,-2.28
26.53,-0.05,-1.64
27.66,0.63,-1.63
27.95,-1.15,-1.35
27.12,-1.77,-0.4
26.48,-0.52,-0.62
-19.18,-0.06,-13.66
29.64,0.82,-0.48
29.51,-4.74,-0.83
29.67,-1.42,-0.91
27.52,-0.15,0.13
28.63,-1.83,-0.3
27.57,-2.88,-0.38
26.12,-48.85,-0.15
31.86,-0.87,-1.22
27.68,-0.26,-0.96
81.13,0.06,11.96
30.68,-0.46,-1.48
28.22,0.31,-1.26
30.09,0.99,-1.2
30.45,-2.3,-1.7
30.3,-1.56,-1.9
31.18,0.28,-1.9
29.24,-2.52,-2.48
28.92,-1.22,-1.88
28.81,-1.48,-2.48
27.12,-1.44,-1.95
28.76,-0.87,-2.11
26.89,-0.26,-2.18
32.03,-3.06,-2.15
28.56,-4.69,-1.48
28.43,-4.89,-1.7
27.05,-1.48,-0.63
28.06,-2.43,-0.87
28.18,-1.25,-1.2
29.3,0.2,-0.55
28.79,0,-1.18
28.24,-0.41,-1.24
28.65,-0.6,-1.15
28.58,1.76,-1.33
29.22,-0.27,-1.53
29.03,2.06,-0.93
27,3.17,-1.54
27.5,1.14,-1.37
28.16,3.62,-1.14
21.72,2.58,-0.15
25.33,1.72,0.46
78.89,0.06,13.06
29.96,0.35,0.17
25.65,2.4,0.06
31.49,3.66,1.36
29.4,1.78,0.31
29.62,-0.88,0.74
29.22,0.74,0.19
29.1,-1.31,0.17
31.34,-1.97,-0.52
31.13,-1.86,-0.71
33.57,1.75,-2.08
30.48,-1.6,-2.3
28.08,-1.1,-2.56
25.74,-3.61,-1.51
28.09,-3.37,-1.43
27.45,-4.54,-0.82
26.87,-2.52,-0.17
28.81,-3.81,0.57
30,-0.7,0.76
32.71,-2.54,0.91
32.78,-1.9,0.98
30.09,-2.88,0.51
30.73,-3.97,0.2
30.05,-1.42,0.43
30.55,-2.12,0.48
31.11,0.27,0.73
33.64,-1.56,0.85
31.52,2.25,1.04
30.46,-0.24,0.27
28.56,-0.6,0.65
28.67,0.38,1.03
30.41,-1.73,1.31
32.48,-2.6,1.61
33.66,-2.32,1.25
32.15,-1.77,1.42
34.88,-1.96,0.38
34.36,1.95,0.6
29.37,0.94,0.52
-20.02,-1.2,-12.06
34.67,-0.26,-0.15
30.09,0.03,1.3
32.53,-0.57,0.65
30.59,1.24,-0.3
32.26,2.15,-0.83
34.45,3.66,-1.14
32.98,2.08,-0.96
33.91,1.09,-1.07
31.11,-0.49,-1.59
32.15,1.35,-1.66
30.46,-46.63,-0.98
33.36,-0.17,-1.4
29.01,1.95,-0.93
32.76,0.46,-2.15
32.46,-1.94,-1.92
33.1,-2.14,-1.86
31.25,1.93,-1.97
31.4,1.41,-2.08
28.83,0.65,-1.53
28.04,1.61,-1.59
27.88,1.35,-0.62
29.49,1.57,-1.83
29.39,3.17,-1.62
30.09,1.18,-1.36
30.28,0.71,-1.93
32.83,0.82,-1.95
33.12,-1.38,-2.03
33.3,0.63,-2.32
32.35,-1.47,-1.87
29.6,1.14,-1.13
33.43,-0.17,-1.54
30.79,-3.64,-1.37
35.19,-1.21,-0.93
35.58,0,-0.74
34.13,0.49,-1.13
32.1,0.2,-0.86
33.5,-2.38,-1.48
31.85,0.68,-1.33
33.86,-0.1,-1.31
32.08,-0.57,-1.2
31.9,-3.59,-1.24
31.7,-1.15,-1.19
33.19,-0.93,-1.03
33.95,-2.11,-0.77
32.22,-0.38,-0.88
33.55,0.82,-0.54
35.4,2.54,-1.2
33.5,2.62,-0.44
32.94,2.06,-1.19
33.37,2.12,-0.57
36.32,-0.94,-2.1
29.62,-0.2,-1.35
33.68,-2.74,-1.61
32.1,-1.95,-1.63
31.67,-0.38,-2.23
32.33,0.57,-1.6
33.23,0.74,-1.97
32.69,-1.04,-1.19
32.22,0.6,-1.41
32.28,1.2,-1.44
32.69,-1.41,-1.32
32.13,0.55,-1.13
31.18,-3.37,-0.93
30.64,-2.01,-1.18
32.4,-1.41,-1.13
36.23,-3.42,-1.79
33.18,-3.24,-1.81
31.29,0.38,-1.48
33.18,-1,-2.01
32.08,-3.03,-1.83
32.55,-3.72,-2.5
33.46,-1.13,-2.4
32.28,-1.7,-1.89
34.13,-1.3,-2.92
32.4,-3.02,-2.32
30.12,-2.06,-2.3
30.07,-0.19,-2.09
28.92,-0.07,-0.91
30.18,-2.33,-1.31
31.58,-0.82,-1.13
29.01,-2.19,-0.63
32.21,-1.85,-0.34
33.32,1.05,-0.62
32.55,-3.37,-0.94
30.03,-1.65,-0.52
29.89,-4.47,-0.49
31.61,-2.6,-0.8
34.65,-1.79,-0.08
36.32,0.07,-0.57
35.17,-0.68,-0.41
27.3,0.24,1.4
30.46,0.82,-0.06
29.89,-0.41,-0.55
34.18,1.94,-1.37
35.31,0.41,-1.37
31.54,1.14,-2.01
32.19,0.05,-2.34
31.56,1.66,-2.28
29.76,1.96,-2.08
29.15,0.57,-2.28
30.32,0.27,-2.32
25.44,1.48,-1.37
28.06,-2,-1.83
31.97,-1.11,-0.99
30.7,-1.19,-1.4
28.16,-1.2,-0.97
29.96,1.15,-1.48
-19.14,-50.05,-14.11
30.59,-0.98,-0.6
32.37,-0.46,-1.41
30.01,-0.57,-1.7
32.35,-1.32,-1.84
30.01,-2.15,-1.86
30.39,-2.77,-1.86
29.53,-2.21,-2.3
29.84,-3.99,-1.93
29.21,-4.17,-1.42
80,-4.76,11.2
29.82,-3.22,-1.94
30.18,-2.45,-1.72
28.78,-4.65,-2.21
30.41,-3.48,-2.05
31.06,-5.05,-2.08
28.02,-2.09,-1.33
30.89,-2.48,-1.18
31.38,-2.45,-1.44
32.55,-0.1,-1.21
32.57,-1.54,-1.42
31.69,-2.74,-1.52
29.69,-2.89,-1.37
26.78,-1.26,-1.47
28.76,1.63,-1.2
30.93,-0.85,-1.11
29.62,-1.84,-1.08
29.55,-1,-0.55
29.55,0.17,-0.41
30.03,0.32,-0.34
28.18,-0.46,-0.38
30.55,-0.03,-0.15
31.13,-1.93,-0.6
27.7,0.15,0.31
27,0.37,-0.24
33.14,-0.63,0.87
30.61,-0.78,0.01
32.19,-1.46,0.15
30.37,-1.48,0.41
28.94,-1.6,0.2
29.15,-0.05,0.62
30.05,-1.14,0.46
31.16,-1.72,1.21
30.79,1.63,0.63
-23.89,1.92,-11.81
27.05,-1.96,1.73
-21.84,-3.08,-12.03
33.37,-2.3,1.24
-19.53,-3.24,-12.54
27.97,0.27,1.42
28.43,0.49,1.52
29.33,-0.15,1.84
31.16,-2.3,2.3
30.88,-1.97,2.15
30.89,-0.31,2.37
32.8,1.09,1.41
26.73,1.07,1.84
27.52,-0.96,1.42
32.87,-4.3,2.25
28.52,-3.97,1.64
31.16,-4.65,1.66
29.82,-1.54,1.74
29.82,-3.39,1.48
28.74,-0.44,1.95
31.76,-2.37,1.2
-22.85,-3.06,-11.34
24.34,-3.15,1.27
-24.24,-50.6,-11.56
27.14,-4.03,1.09
25.38,-2.86,1.04
25.99,-6.58,1.53
28.33,-3.08,2.19
26.19,-3.79,2.1
28.49,-2.91,2.1
29.53,-1.71,1.32
29.69,-2.39,1.48
29.13,-2.09,1.3
29.96,0.46,1.15
28.7,-0.24,1.26
28.85,-0.59,0.87
29.28,-1.08,0.91
29.03,-0.78,0.66
28.4,-1.24,1.24
29.39,0.2,0.77
27.93,-1.71,0.2
27.84,-0.3,0.06
28.81,-0.35,0.31
28.38,-3.95,0.08
30.14,-1.73,-0.28
31.56,-0.15,-0.98
30.8,0.51,-0.48
30.57,1.79,-0.48
30.05,-2.49,-0.73
30.66,-1.77,-0.73
30,-0.41,-0.98
30.63,0.81,-1.26
31.67,1.57,-1.61
32.4,0.31,-1.48
32.76,-2.48,-2.21
34.72,1,-2.55
30.79,-0.15,-3.22
31.52,0.27,-3.35
36.59,-1.62,-4.8
31.97,0.89,-3.57
23.93,1.63,-2.98
21.18,-0.35,-1.72
27.43,-1.64,0.1
31.74,2.39,0.89
31.02,0.27,1.37
32.06,2.63,1.15
29.92,1.96,1.84
29.06,2.41,2.42
33.01,1.67,1.42
33.48,2.61,1.42
35.64,-2.11,0.2
32.35,-2.96,0.74
27.18,-0.63,2.5
31.2,1.24,2.31
34.11,-0.63,2.69
37.4,-3.68,1.14
35.44,2.03,0.37
35.51,-0.8,0.13
37.13,1.85,-0.17
37.13,2.43,-0.74
33.98,1.6,-0.89
29.03,0.74,-0.24
29.46,-0.68,-0.35
30.52,3.59,0.49
34.56,-0.55,0.63
36.3,0.44,1.1
30.36,-0.06,1.47
32.37,-0.86,1.47
34.25,-2.1,1.15
34.54,1.48,0.81
35.71,0.81,0.35
37.45,0.57,-0.76
35.49,-0.23,-0.77
36.44,0.89,-1.13
30.18,2.63,-0.24
-18,3.44,-13.42
33.27,4.05,0.24
33.12,2.95,0.49
33.82,2.1,-0.06
34.02,-2.73,-0.21
35.15,0.52,-0.15
34.7,-1.31,-0.57
32.49,0.24,-0.4
32.76,0.97,-0.65
33.8,2.48,-1.18
34.58,-2.11,-1.27
33.62,1.26,-0.82
33.73,-2.23,-0.77
30.25,-0.38,-0.76
31.45,0.32,-0.96
31.56,-2.63,-1.74
31.56,-1.41,-0.6
30.1,2.67,-1.51
35.24,-3.42,-0.83
36.23,-4.23,-1.37
33.25,-4.14,-1.97
33.88,-1.89,-2.29
31.72,-1.08,-1.76
31.22,-3.42,-2.08
31.81,-2.76,-1.37
33.62,-0.2,-1.22
30.41,-3.57,-0.65
34.4,-1.53,-0.89
29.35,-1.42,-1.6
33.46,0.15,-0.01
35.22,-2.21,-0.03
34.74,-1.08,-0.1
34.54,0.76,-0.49
33.46,-2.83,0
32.06,-1.82,-0.21
32.76,-0.89,0.06
37.85,-1.15,-0.46
84.24,-0.38,12.55
29.57,-0.57,-0.92
35.87,-0.98,-1.18
33.07,0.3,-1.27
32.64,-0.76,-0.43
30.14,-2.07,-0.08
33.55,1.92,0.13
35.04,2.22,-0.57
34.34,1.96,-0.15
30.93,3.24,-0.32
28.38,1.85,0.06
27.46,-0.55,0.52
33.52,-0.63,0.24
29.26,1.21,1.92
35.42,2.09,0.19
33.84,2.53,-0.2
33.39,3.79,-0.7
32.28,3.94,-0.99
31.25,3.57,-0.63
31.88,2.67,-0.93
32.57,2.67,-1.38
31.94,0.82,-1.6
33.64,-46.07,-1.56
36.07,2.26,-1.61
31.63,1.87,-1.72
33.1,2.3,-1.67
31.83,1.7,-2.32
32.17,4.34,-2.39
33.52,3.33,-2.7
29.39,1.65,-1.86
30.03,5.15,-2.56
26.69,51.56,-2.08
33.79,2.21,-0.74
32.31,1.77,-1.94
32.1,2.18,-2.19
33.55,0.94,-2.29
32.03,1.71,-2.19
31.33,-0.28,-2.37
30.64,0.65,-2.17
31.56,1.19,-2.33
33.93,2.3,-2.29
34.06,1.67,-2.44
29.66,5.44,-2.17
28.99,3.84,-2.61
31.07,1.64,-2.85
30,1.77,-2.38
30.27,1.24,-2.43
33.23,2.01,-2.22
34.45,2.26,-1.84
34.9,3.99,-2.36
33.14,-0.51,-2.93
34.85,2.11,-2.49
32.94,-1.48,-2.31
31.47,0.46,-2.42
30.34,4.52,-1.72
27.66,4.05,-1.42
34.31,2.44,-0.34
32.67,2.52,-0.51
32.92,1.4,-0.71
33.55,2.74,-0.44
35.37,2.06,-1.36
35.03,0.46,-1.59
35.76,1.13,-2
34.29,0.12,-2.44
31.67,-0.13,-2.31
32.6,1.85,-2.19
30,-0.97,-1.15
28.79,-1.9,-0.94
31.29,-0.88,-0.6
29.33,-1.36,0.31
28.34,-0.15,0.1
28.9,0.49,0.03
29.92,2.26,1.11
29.37,-1.42,1.4
29.39,-0.8,1.22
30.52,0.96,1.64
32.12,1.61,1.7
32.83,3.57,1.15
33.57,0.74,1.53
36.61,3.84,-0.38
30.25,0.38,0.77
31.13,3.5,0.44
34.67,3.33,-0.51
-19.67,4.3,-14.4
34.41,2.84,-2.3
35.49,3.7,-1.11
30.68,4.05,-1.99
31.51,3.77,-2.17
32.58,3.88,-1.95
32.85,3.81,-2.06
30.09,1.6,-1.66
29.67,2.49,-2.05
28.9,-0.27,-0.38
28.97,2.15,0.27
32.28,3.18,0.54
32.67,3.51,0.41
34.79,0.57,-1.24
32.4,1.09,-2.47
31.7,3.92,-2.34
29.73,3.31,-2.19
29.6,1.37,-2.54
31.45,2.76,-2.48
30.88,2.2,-2.29
33.12,-0.1,-3.22
31.85,-2.47,-3.15
28.25,1.08,-2.62
29.71,1.32,-3.26
27.82,0.8,-1.47
30.27,-0.48,-1.38
33.16,1.26,-1.03
34.16,0.93,-0.73
32.19,0.03,-1.48
29.57,2.2,-0.76
30.77,3.92,-1.73
28.65,2.5,-1.83
35.62,0.97,-1.41
29.49,0.73,-0.34
34.04,4.21,-1.31
32.74,2.17,-1.44
31.22,0.49,-0.52
30.28,-1.49,-0.94
29.8,0.12,-0.24
32.82,3.55,-0.65
29.08,4.45,0.34
-16.06,-46.97,-13.24
33.79,-1.54,-0.6
33.14,1.42,-0.17
30.79,3.33,-0.41
32.44,0,-0.86
32.91,2.83,0.27
34.43,0.57,-1.18
31.49,-0.31,-0.59
34.18,-0.13,-1.09
33.95,-0.34,-0.63
34.7,-1.79,-0.63
33.62,-3.81,-1.09
33.88,-1.62,-1.51
31.72,-1.35,-2.19
35.08,-1.93,-1.72
33.55,-0.59,-1.37
30.16,1.31,-1.05
33.93,-2.06,-2.36
31.51,-0.48,-1.51
33.66,-3.15,-1.05
35.44,-2.44,-1.67
32.98,-0.57,-0.87
33.41,-0.06,-0.49
30.23,-2.28,-1.47
-16.68,-0.76,-13.88
-16.67,-0.46,-14.53
34.9,-1.37,-1.46
33.25,-2.39,-2.44
35.82,-0.4,-3.29
31.13,0.46,-2.22
33.34,-0.76,-1.86
-18.52,-0.82,-16.51
32.17,-1.53,-2.28
32.4,-1.18,-2.41
29.64,0.1,-2.51
31,-1.37,-2.21
28.61,-1.89,-2.45
29.71,-1.1,-2.25
31.7,-1.81,-2.06
32.78,-1.03,-2.09
33.14,-0.89,-2.4
30.12,-2.37,-2
27.16,-6.25,-1.37
30.12,-3.37,-2.09
27.55,-0.07,-0.87
27.88,-2.19,-1.42
33.34,-2.98,-1.31
31.99,-3.13,-1.53
30.37,-3.4,-1.22
31.58,-4.23,-1.42
29.62,-2.6,-0.94
25.38,-50.48,-0.24
-23.37,-2.17,-13.23
28.31,-1.48,0.35
29.28,-52.09,1.02
30.75,50.04,0.71
30.57,98.4,0.57
81.73,-1.59,14.6
-19.95,46.74,-11.55
-18.71,-2.16,-12.08
30.14,0.03,0.52
30.82,-1.93,0.17
30.09,0.41,-0.1
30.75,0.3,0.1
29.69,2.8,0.55
31.04,-2.44,-0.15
29.42,-0.93,-0.44
28.56,2.72,-0.08
31.02,1.57,0.23
32.31,-0.93,-0.2
32.21,-1.82,-0.17
30.73,-2.06,-0.6
30.82,-3.86,-0.49
28.24,-2.84,-0.15
28.96,-2.12,0.24
30.64,-0.12,0.43
31.27,-1.48,-0.05
30.45,1.93,0.35
30.52,1.59,0.34
30.97,0.77,-0.06
29.94,2.8,0.31
29.55,3.22,0.31
30.95,1.99,0.77
28.58,4.6,0.49
28.52,3.86,0.52
28.97,3.7,0.19
29.58,3.29,0
31.04,3.75,-0.08
29.55,4.85,0.15
29.92,6.23,0.41
31.88,3.95,-0.1
28.42,3.88,0.83
27,3.51,0.86
26.03,0.49,1.37
27.34,2.09,1.2
29.98,1.05,1.15
30.91,-1.13,0.68
32.22,-0.41,0.26
29.01,1.09,0.38
31.65,0.38,-0.49
30.95,1.42,0.03
29.87,-2.48,-0.52
27.36,0.73,-0.97
30.79,0.48,-0.46
27.45,-0.35,-0.01
28.81,0.94,0.01
30.66,2.96,-0.24
27.95,1.59,-0.08
31.61,0.24,-0.21
31.2,0.15,-0.38
31.02,-3.95,-0.15
29.24,-1.62,-1.35
28.29,-1.64,0
26.35,-1.31,-0.08
29.37,0.81,-0.06
76.26,-0.24,12.74
27.16,3.62,0.52
29.19,1.74,1.53
27.5,-2.07,1.89
27.16,0.49,1.89
27.79,-1.63,2.2
28.42,-1.07,2
28.38,-1.82,1.56
28.67,-2.14,1.57
28.4,-1.85,1.82
28.69,-0.07,1.76
27.63,1.21,1.87
25.29,-3.03,1.26
24.26,-3.97,1.33
26.46,-2.84,1.72
26.69,-4.5,1.97
29.33,-2.8,1.59
28.74,0.12,1.42
30.3,-1.14,1.53
26.03,-3.42,0.66
24.51,-1.35,0.8
25.83,-2.32,0.74
27.81,-0.35,0.71
27.12,0.46,0.46
28.29,1.29,0.07
28.83,-0.65,-0.51
30.91,0.44,-0.98
28.81,2.63,-0.83
25,2.44,0.27
22.19,3.24,0.17
22.01,3.37,0.99
24.28,1.3,1.72
24.96,4.63,1.05
30.12,57.02,2.27
29.48,54.22,1.35
32.22,3.84,1.96
29.51,1.85,2.56
32.83,3.9,2.33
32.87,0.57,1.98
31.22,0,1.83
30.86,1.02,0.77
31.76,1.1,-0.7
31.15,0.26,0.59
31.09,-0.85,-0.98
27.95,-2.17,-0.71
31.29,-1.09,-0.76
27.54,-1.44,-0.68
29.06,-0.19,-0.91
27.34,0.63,-0.98
23.79,0.54,-0.03
29.1,-1.99,-0.49
30,-2.52,-0.31
32.39,-0.93,-0.44
30.79,3.04,-0.3
32.39,-1.53,-1.15
30.77,0.52,-0.77
30.07,-1.7,-0.92
31.2,0.03,-1.82
31.76,-1.54,-2.11
30.68,0.74,-1.64
32.57,-0.06,-1.97
25.27,0.27,-1.77
29.24,0.38,-1.31
29.48,-1.13,-1.67
31.15,-2.15,-1.37
34.02,1.25,-1.82
28.34,1.4,-1.2
27.82,-1.27,-1.31
33.84,-1.09,-1.25
30.59,-0.08,-1.68
31.07,-3.42,-1.31
32.42,-0.63,-2.22
29.98,-0.83,-2.2
29.78,-0.1,-1.6
29.98,-0.74,-1.74
33.34,-1.97,-2.95
31.63,0.35,-1.09
28.49,1.43,-0.92
26.82,-1.48,-0.48
31.79,-2.3,0.31
33.7,2.69,0.35
32.03,1.55,-0.12
30.91,2.52,0.2
31.7,3.7,0.41
30.03,4.8,-0.05
28.7,1.4,0.71
30,2.28,1.43
30.97,0.97,0.96
29.73,3.09,1.07
31.65,4.03,1.51
29.1,3.75,0.59
32.37,4.45,0.96
32.37,4.21,1.27
27.28,4.27,1.2
28.96,2.93,0.35
30.75,2.53,0.15
30.57,0.34,0.28
30.27,0.54,-0.66
31.47,0.31,-0.49
31.63,0.46,-0.88
29.92,47.85,-0.24
30.32,-0.91,-1.15
31.34,1.43,-1.51
29.69,-0.07,-1.72
30.7,-0.23,-1.75
29.69,-0.08,-1.52
30.41,4.06,-1.66
25.74,0.03,-0.71
28.31,0.93,-1.51
32.22,-0.49,-1.11
34.49,0.88,-0.83
31.7,-0.85,-1.33
31.09,-2.17,-1.48
31.36,0.31,-1.68
32.15,1.31,-1.87
33.66,0.35,-1.67
32.42,-0.1,-1.92
32.4,-0.51,-1.78
31.38,-0.46,-2.1
30,-0.08,-2.1
31.09,-0.44,-1.47
30.07,-0.46,-1.74
32.64,1.13,-1.59
29.73,1.67,-0.88
28.83,3.44,-1.66
29.3,1.33,-0.62
29.67,0.13,-1.79
29.78,1.65,-1.4
-18.45,-0.31,11.45
29.84,2.08,-1.2
29.96,1.64,-1.52
31.54,0.26,-2.01
32.17,0.89,-2.67
32.28,0.93,-2.34
30.03,2.59,-1.42
27.03,2.47,-0.41
24.65,1.63,-0.03
24.43,3.55,1.41
25.78,4.56,1.14
-22.11,4.47,-11.28
27.57,0.24,1.43
30.66,-0.71,2.03
27.63,0.13,1.72
31.25,-0.2,1.02
27.9,1.09,1.84
28.67,-0.83,0.38
31.9,0.54,0.31
32.33,2.71,-0.46
30.59,1.09,-0.13
28.33,2.27,-0.57
28.74,2.77,-0.27
31.69,4.34,-0.88
28.52,-0.35,-0.89
26.78,-0.13,-0.76
26.15,0.2,-0.08
23.01,-0.71,1.2
24.53,-1.75,0.57
26.6,-3.26,1.29
29.13,0.91,1.55
29.55,0.34,1.85
30.32,0.03,1.75
30.59,1.66,1.26
34.04,0.87,0.93
33.16,2.21,0.98
29.82,1.02,1.13
32.94,0.44,0.52
29.91,-0.03,0.46
29.78,-1.61,0.12
28.92,-2.85,2.55
30.43,-0.54,2.29
31.58,0.34,2.84
32.33,-0.54,3.07
30.79,0.35,3.06
27.88,0.26,2.96
30.54,-0.89,2.49
30.23,2.17,2.3
28.94,2.83,2.43
32.76,2.5,1.86
28.54,-0.81,2.16
29.46,0.62,2
29.53,3.2,2.42
30.09,2.08,2.32
30.55,-1.21,2.08
30.18,-0.01,2.09
29.03,-0.38,2.67
27.77,0.68,3.1
28.09,-0.86,2.72
28.54,0.13,2.77
29.71,-0.57,2.66
29.84,0.52,2.61
27.25,0.54,3.04
28,0.19,2.53
28.54,1.57,2.58
28.96,3.18,2.32
28.2,1.97,2.25
30.03,2.93,1.56
29.13,1.51,1.42
27.75,1.97,0.99
27.91,1.79,1.27
26.57,1.75,1.26
25.76,0.49,1.42
25.11,2.03,1.71
24,2.22,1.57
23.98,-0.49,1.27
26.44,-1.3,1.81
27.2,-1.53,1.7
27.23,-2.93,1.42
26.44,-2.74,1.83
23.72,-0.82,2.09
24.13,-2.89,1.88
24.95,-1.35,2.5
24.14,-0.82,2.5
25.99,-2.14,2.65
24.77,-1.31,3.09
25.78,-2.04,2.82
26.55,-2.16,2.78
25.54,-1.32,2.81
24.66,-2.21,2.96
25.4,-3.29,2.95
24.89,-3.15,3.05
25.81,-4.67,2.73
28.47,-3.95,3.07
28.02,-3.99,2.76
29.42,-4.03,2.54
29.67,-2.96,1.94
28.85,-2.47,1.6
28.18,-4.06,0.93
26.23,-4.21,0.28
26.37,-3.33,0.27
25.13,-1.76,0.66
26.71,-1.85,1.38
28.63,-2.92,0.65
27.21,-4.65,0.83
30.5,-2.49,1.04
28.2,-3.2,1.1
27.79,-4.3,-0.15
29.22,-3.2,0.31
30.41,-4.91,0.1
28.49,-4.47,0.28
30.97,-7.23,0.63
31.61,-4.39,0.2
30.84,-7.56,-0.17
31.63,-7.03,-0.15
29.58,-4.82,0.35
30.93,-4.96,-0.07
30.41,-5.31,0.12
27.34,-2.21,0.93
25.18,-8.08,1.21
28,-6.21,1.43
26.98,-6.4,1.56
28.24,-5.84,2.16
28.65,43.25,3.1
28.25,-4.16,3.13
29.39,-6.8,2.72
30.09,-5.44,2.38
34.63,-4.52,2.15
34.11,-3.29,1.9
32.62,-0.41,2.05
31.06,-3.4,1.68
30.86,-2.03,1.73
30.64,-2.72,1.63
31.45,-3.83,1.47
32.55,-3.99,1.26
32.42,-3.55,1.44
32.96,-5.49,1.09
30.88,-3.9,1.55
28.99,-4.1,1.3
28.47,-1.38,1.77
30.98,-1.51,1.11
32.64,-2.4,1.2
30.7,-4.16,0.97
30.93,-4.03,0.77
30.27,-4.89,1.15
29.1,-2.21,1.31
29.12,-1.64,0.34
30.73,0.59,0.46
30.84,-3.37,0.55
29.03,0.49,0.23
30.86,-1.71,-0.24
31.13,-1.96,-0.52
25.52,-2.67,0.86
29.87,-4.01,-0.68
31.38,-1.81,-0.06
31.07,0.1,-0.83
30.77,-0.48,-1.19
31.25,-1.31,-1.49
30.89,-2.52,-1.94
28.88,2.23,-1.52
28.51,0.03,-1.62
29.37,0.57,-1.89
28.31,-0.41,-1.79
33.98,-2.58,-2.15
28.34,-0.63,-0.62
27.77,-0.87,-1.05
26.69,-0.17,-0.86
30.64,-1.64,-1.15
28.6,0.43,-1.48
29.98,-0.66,-1.31
28.78,-3.09,-1.19
27.27,-2.74,-1.15
29.94,-2.34,-0.98
29.08,-3.09,-1.02
27.28,-2.33,-1.04
28.18,-1.87,-1.15
31.31,-1.64,-1.54
27.77,-3.08,-1.32
29.12,0.91,-1.07
29.62,0.66,-1.75
30.05,0.55,-1.16
28.13,-0.28,-0.54
28.45,-2.28,-1.1
28.49,1.64,-1.31
25.76,-0.54,-1
76.7,-0.97,12.18
24.98,-0.94,-0.06
25.29,50.12,-0.13
29.03,0.43,0.05
29.19,-1.42,0.31
28,-0.51,0.66
27,-2.86,0.94
26.21,-3.51,0.96
29.06,-1.48,0.87
31.54,-1.9,0.71
27.61,-2.47,0.51
29.1,-1.07,-0.1
28.94,-0.99,0.13
30.21,-1.85,-0.44
31.47,-1.53,-0.6
29.46,-1.25,-0.41
29.98,-0.83,-1.18
29.92,-1.84,-0.52
27.45,-1.37,-0.52
76.56,-1.93,11.07
79.1,-2.52,11.77
28.83,-2.74,-1
29.15,-0.82,-1.07
27.3,-0.54,-0.71
27.95,-5.75,-0.82
28.31,-1.29,-0.97
28.74,-1.89,-0.59
27.21,-0.31,-0.08
29.22,-0.99,-0.57
22.33,0.23,1.14
21.87,-3.07,-0.07
26.42,-2.77,0.38
26.78,-3.61,0.93
27.12,-2.82,1.15
27.09,-1.81,1.53
26.44,-2.63,1.64
26.08,-0.74,1.49
26.24,-0.76,2.43
21.61,-0.52,2.19
-21.04,2.31,-10.01
29.04,2.8,3.39
30.84,1.97,3
30.66,-0.32,2.33
31.02,0.26,2.34
31.15,1.09,1.92
30.07,0.93,2.11
26.87,2.16,2.3
27.59,3.1,2.43
27.93,2.16,1.49
30.63,3.22,0.93
28.22,3.13,1.1
29.98,0.73,1.02
26.91,-0.51,1.73
27.02,-0.71,0.87
79.61,0.35,14.49
30.05,-2,0.77
30.14,-0.94,1.09
28.27,-2.41,1.75
26.73,-2.19,1.97
28.22,-0.31,2.85
